tool,app,malware,static,repetition
monkey,app-74,1,0,2
monkey,app-74,0,0,3
monkey,app-75,0,0,1
monkey,app-75,0,0,2
monkey,app-75,0,0,3
monkey,app-76,1,0,1
monkey,app-76,1,0,2
monkey,app-76,1,0,3
monkey,app-77,1,0,1
monkey,app-77,1,0,2
monkey,app-77,1,0,3
monkey,app-78,1,0,1
monkey,app-78,1,0,2
monkey,app-78,1,0,3
monkey,app-79,0,0,1
monkey,app-79,0,0,2
monkey,app-79,0,0,3
monkey,app-8,0,0,1
monkey,app-8,0,0,2
monkey,app-8,0,0,3
monkey,app-80,1,0,1
monkey,app-80,1,0,2
monkey,app-80,1,0,3
monkey,app-81,0,0,1
monkey,app-81,0,0,2
monkey,app-81,0,0,3
monkey,app-82,1,0,1
monkey,app-82,1,0,2
monkey,app-82,1,0,3
monkey,app-83,1,0,1
monkey,app-83,1,0,2
monkey,app-83,1,0,3
monkey,app-84,1,0,1
monkey,app-84,1,0,2
monkey,app-84,1,0,3
monkey,app-85,1,0,1
monkey,app-85,1,0,2
monkey,app-85,1,0,3
monkey,app-86,1,0,1
monkey,app-86,0,0,2
monkey,app-86,0,0,3
monkey,app-87,1,0,1
monkey,app-87,1,0,2
monkey,app-87,1,0,3
monkey,app-89,0,0,1
monkey,app-89,0,0,2
monkey,app-89,0,0,3
monkey,app-9,0,0,1
monkey,app-9,0,0,2
monkey,app-9,0,0,3
monkey,app-90,1,0,1
monkey,app-90,1,0,2
monkey,app-90,1,0,3
monkey,app-91,1,0,1
monkey,app-91,1,0,2
monkey,app-91,1,0,3
monkey,app-92,1,0,1
monkey,app-92,1,0,2
monkey,app-92,1,0,3
monkey,app-94,0,0,1
monkey,app-94,0,0,2
monkey,app-94,0,0,3
monkey,app-95,0,0,1
monkey,app-95,0,0,2
monkey,app-95,0,0,3
monkey,app-96,0,0,1
monkey,app-96,0,0,2
monkey,app-96,0,0,3
monkey,app-97,1,0,1
monkey,app-97,1,0,2
monkey,app-97,1,0,3
monkey,app-98,1,0,1
monkey,app-98,1,0,2
monkey,app-98,1,0,3
monkey,app-99,0,0,1
monkey,app-99,0,0,2
monkey,app-99,0,0,3
