tool,app,malware,static,repetition
humanoid,app-87,0,1,2
humanoid,app-87,0,1,3
humanoid,app-89,0,1,1
humanoid,app-89,0,1,2
humanoid,app-89,0,1,3
humanoid,app-9,1,1,1
humanoid,app-9,1,1,2
humanoid,app-9,1,1,3
humanoid,app-90,1,1,1
humanoid,app-90,1,1,2
humanoid,app-90,1,1,3
humanoid,app-91,0,1,1
humanoid,app-91,0,1,2
humanoid,app-91,0,1,3
humanoid,app-92,1,1,1
humanoid,app-92,1,1,2
humanoid,app-92,1,1,3
humanoid,app-94,0,1,1
humanoid,app-94,0,1,2
humanoid,app-94,0,1,3
humanoid,app-95,1,1,1
humanoid,app-95,1,1,2
humanoid,app-95,1,1,3
humanoid,app-96,1,1,1
humanoid,app-96,1,1,2
humanoid,app-96,1,1,3
humanoid,app-97,0,1,1
humanoid,app-97,1,1,2
humanoid,app-97,1,1,3
humanoid,app-98,0,1,1
humanoid,app-98,0,1,2
humanoid,app-98,0,1,3
humanoid,app-99,0,1,1
humanoid,app-99,0,1,2
humanoid,app-99,0,1,3
joke,app-1,1,1,1
joke,app-1,1,1,2
joke,app-1,1,1,3
joke,app-10,0,1,1
joke,app-10,0,1,2
joke,app-10,0,1,3
joke,app-100,1,1,1
joke,app-100,1,1,2
joke,app-100,1,1,3
joke,app-101,0,1,1
joke,app-101,0,1,2
joke,app-101,0,1,3
joke,app-102,0,1,1
joke,app-102,0,1,2
joke,app-102,0,1,3
joke,app-11,1,1,1
joke,app-11,1,1,2
joke,app-11,1,1,3
joke,app-12,0,1,1
joke,app-12,0,1,2
joke,app-12,0,1,3
joke,app-13,0,1,1
joke,app-13,0,1,2
joke,app-13,0,1,3
joke,app-14,0,1,1
joke,app-14,0,1,2
joke,app-14,0,1,3
joke,app-15,0,1,1
joke,app-15,0,1,2
joke,app-15,0,1,3
joke,app-16,1,1,1
joke,app-16,1,1,2
joke,app-16,1,1,3
joke,app-17,1,1,1
joke,app-17,1,1,2
joke,app-17,1,1,3
joke,app-18,1,1,1
joke,app-18,1,1,2
joke,app-18,1,1,3
joke,app-19,1,1,1
joke,app-19,1,1,2
joke,app-19,1,1,3
joke,app-2,0,1,1
joke,app-2,0,1,2
joke,app-2,0,1,3
joke,app-20,1,1,1
joke,app-20,1,1,2
joke,app-20,1,1,3
joke,app-21,1,1,1
joke,app-21,1,1,2
joke,app-21,1,1,3
joke,app-22,0,1,1
joke,app-22,0,1,2
joke,app-22,0,1,3
joke,app-23,1,1,1
joke,app-23,1,1,2
joke,app-23,1,1,3
joke,app-24,0,1,1
joke,app-24,0,1,2
joke,app-24,0,1,3
joke,app-26,1,1,1
joke,app-26,1,1,2
joke,app-26,1,1,3
joke,app-27,0,1,1
joke,app-27,0,1,2
joke,app-27,0,1,3
joke,app-28,1,1,1
joke,app-28,1,1,2
joke,app-28,1,1,3
joke,app-29,1,1,1
joke,app-29,1,1,2
joke,app-29,1,1,3
joke,app-3,1,1,1
joke,app-3,1,1,2
joke,app-3,1,1,3
joke,app-30,0,1,1
joke,app-30,0,1,2
joke,app-30,0,1,3
joke,app-31,0,1,1
joke,app-31,0,1,2
joke,app-31,0,1,3
joke,app-33,0,1,1
joke,app-33,0,1,2
joke,app-33,0,1,3
joke,app-34,0,1,1
joke,app-34,0,1,2
joke,app-34,0,1,3
joke,app-35,0,1,1
joke,app-35,0,1,2
joke,app-35,0,1,3
joke,app-37,0,1,1
joke,app-37,0,1,2
joke,app-37,0,1,3
joke,app-38,0,1,1
joke,app-38,0,1,2
joke,app-38,0,1,3
joke,app-39,0,1,1
joke,app-39,0,1,2
joke,app-39,0,1,3
joke,app-4,0,1,1
joke,app-4,0,1,2
joke,app-4,0,1,3
joke,app-40,0,1,1
joke,app-40,0,1,2
joke,app-40,0,1,3
joke,app-42,0,1,1
joke,app-42,0,1,2
joke,app-42,0,1,3
joke,app-43,1,1,1
joke,app-43,1,1,2
joke,app-43,1,1,3
joke,app-44,0,1,1
joke,app-44,0,1,2
joke,app-44,0,1,3
joke,app-45,1,1,1
joke,app-45,1,1,2
joke,app-45,1,1,3
joke,app-46,1,1,1
joke,app-46,1,1,2
joke,app-46,1,1,3
joke,app-47,0,1,1
joke,app-47,0,1,2
joke,app-47,0,1,3
joke,app-48,0,1,1
joke,app-48,0,1,2
joke,app-48,0,1,3
joke,app-49,1,1,1
joke,app-49,1,1,2
joke,app-49,1,1,3
joke,app-5,0,1,1
joke,app-5,0,1,2
joke,app-5,0,1,3
joke,app-50,1,1,1
joke,app-50,1,1,2
joke,app-50,1,1,3
joke,app-51,0,1,1
joke,app-51,0,1,2
joke,app-51,0,1,3
joke,app-52,1,1,1
joke,app-52,1,1,2
joke,app-52,1,1,3
joke,app-53,1,1,1
joke,app-53,1,1,2
joke,app-53,1,1,3
joke,app-54,1,1,1
joke,app-54,1,1,2
joke,app-54,1,1,3
joke,app-55,1,1,1
joke,app-55,1,1,2
joke,app-55,1,1,3
joke,app-56,0,1,1
joke,app-56,0,1,2
joke,app-56,0,1,3
joke,app-57,1,1,1
joke,app-57,1,1,2
joke,app-57,1,1,3
joke,app-58,0,1,1
joke,app-58,0,1,2
joke,app-58,0,1,3
joke,app-59,1,1,1
joke,app-59,1,1,2
joke,app-59,1,1,3
joke,app-6,0,1,1
joke,app-6,0,1,2
joke,app-6,0,1,3
joke,app-60,1,1,1
joke,app-60,1,1,2
joke,app-60,1,1,3
joke,app-61,1,1,1
joke,app-61,1,1,2
joke,app-61,1,1,3
joke,app-62,0,1,1
joke,app-62,0,1,2
joke,app-62,0,1,3
joke,app-63,0,1,1
joke,app-63,0,1,2
joke,app-63,0,1,3
joke,app-64,1,1,1
joke,app-64,1,1,2
joke,app-64,1,1,3
joke,app-65,0,1,1
joke,app-65,0,1,2
joke,app-65,0,1,3
joke,app-66,1,1,1
joke,app-66,1,1,2
joke,app-66,1,1,3
joke,app-67,1,1,1
joke,app-67,1,1,2
joke,app-67,1,1,3
joke,app-68,0,1,1
joke,app-68,0,1,2
joke,app-68,0,1,3
joke,app-69,0,1,1
joke,app-69,0,1,2
joke,app-69,0,1,3
joke,app-7,0,1,1
joke,app-7,0,1,2
joke,app-7,0,1,3
joke,app-70,0,1,1
joke,app-70,0,1,2
joke,app-70,0,1,3
joke,app-71,0,1,1
joke,app-71,0,1,2
joke,app-71,0,1,3
joke,app-72,0,1,1
joke,app-72,0,1,2
joke,app-72,0,1,3
joke,app-73,0,1,1
joke,app-73,0,1,2
joke,app-73,0,1,3
joke,app-74,1,1,1
joke,app-74,1,1,2
joke,app-74,1,1,3
joke,app-75,0,1,1
joke,app-75,0,1,2
joke,app-75,0,1,3
joke,app-76,1,1,1
joke,app-76,1,1,2
joke,app-76,1,1,3
joke,app-77,1,1,1
joke,app-77,1,1,2
joke,app-77,1,1,3
joke,app-78,1,1,1
joke,app-78,1,1,2
joke,app-78,1,1,3
joke,app-79,0,1,1
joke,app-79,0,1,2
joke,app-79,0,1,3
joke,app-8,0,1,1
joke,app-8,0,1,2
joke,app-8,0,1,3
joke,app-80,1,1,1
joke,app-80,1,1,2
joke,app-80,1,1,3
joke,app-81,0,1,1
joke,app-81,0,1,2
joke,app-81,0,1,3
joke,app-82,0,1,1
joke,app-82,0,1,2
joke,app-82,0,1,3
joke,app-83,1,1,1
joke,app-83,1,1,2
joke,app-83,1,1,3
joke,app-84,0,1,1
joke,app-84,0,1,2
joke,app-84,0,1,3
joke,app-85,1,1,1
joke,app-85,1,1,2
joke,app-85,1,1,3
joke,app-86,0,1,1
joke,app-86,0,1,2
joke,app-86,0,1,3
joke,app-87,0,1,1
joke,app-87,0,1,2
joke,app-87,0,1,3
joke,app-89,0,1,1
joke,app-89,0,1,2
joke,app-89,0,1,3
joke,app-9,1,1,1
joke,app-9,1,1,2
joke,app-9,1,1,3
joke,app-90,1,1,1
joke,app-90,1,1,2
joke,app-90,1,1,3
joke,app-91,0,1,1
joke,app-91,0,1,2
joke,app-91,0,1,3
joke,app-92,1,1,1
joke,app-92,1,1,2
joke,app-92,1,1,3
joke,app-94,0,1,1
joke,app-94,0,1,2
joke,app-94,0,1,3
joke,app-95,1,1,1
joke,app-95,1,1,2
joke,app-95,1,1,3
joke,app-96,1,1,1
joke,app-96,1,1,2
joke,app-96,1,1,3
joke,app-97,0,1,1
joke,app-97,0,1,2
joke,app-97,0,1,3
joke,app-98,0,1,1
joke,app-98,0,1,2
joke,app-98,0,1,3
joke,app-99,0,1,1
joke,app-99,0,1,2
joke,app-99,0,1,3
monkey,app-1,1,1,1
monkey,app-1,1,1,2
monkey,app-1,1,1,3
monkey,app-10,0,1,1
monkey,app-10,0,1,2
monkey,app-10,0,1,3
monkey,app-100,1,1,1
monkey,app-100,1,1,2
monkey,app-100,1,1,3
monkey,app-101,1,1,1
monkey,app-101,1,1,2
monkey,app-101,1,1,3
monkey,app-102,0,1,1
monkey,app-102,0,1,2
monkey,app-102,0,1,3
monkey,app-11,1,1,1
monkey,app-11,1,1,2
monkey,app-11,1,1,3
monkey,app-12,1,1,1
monkey,app-12,1,1,2
monkey,app-12,1,1,3
monkey,app-13,1,1,1
monkey,app-13,1,1,2
monkey,app-13,1,1,3
monkey,app-14,1,1,1
monkey,app-14,1,1,2
monkey,app-14,0,1,3
monkey,app-15,1,1,1
monkey,app-15,1,1,2
monkey,app-15,0,1,3
monkey,app-16,1,1,1
monkey,app-16,1,1,2
monkey,app-16,1,1,3
monkey,app-17,1,1,1
monkey,app-17,1,1,2
monkey,app-17,1,1,3
monkey,app-18,1,1,1
monkey,app-18,1,1,2
monkey,app-18,1,1,3
monkey,app-19,1,1,1
monkey,app-19,1,1,2
monkey,app-19,1,1,3
monkey,app-2,1,1,1
monkey,app-2,0,1,2
monkey,app-2,0,1,3
monkey,app-20,1,1,1
monkey,app-20,1,1,2
monkey,app-20,1,1,3
monkey,app-21,1,1,1
monkey,app-21,1,1,2
monkey,app-21,1,1,3
monkey,app-22,0,1,1
monkey,app-22,0,1,2
monkey,app-22,0,1,3
monkey,app-23,1,1,1
monkey,app-23,1,1,2
monkey,app-23,1,1,3
monkey,app-24,1,1,1
monkey,app-24,1,1,2
monkey,app-24,1,1,3
monkey,app-26,1,1,1
monkey,app-26,1,1,2
monkey,app-26,1,1,3
monkey,app-27,1,1,1
monkey,app-27,1,1,2
monkey,app-27,1,1,3
monkey,app-28,1,1,1
monkey,app-28,1,1,2
monkey,app-28,1,1,3
monkey,app-29,1,1,1
monkey,app-29,1,1,2
monkey,app-29,1,1,3
monkey,app-3,1,1,1
monkey,app-3,1,1,2
monkey,app-3,1,1,3
monkey,app-30,1,1,1
monkey,app-30,0,1,2
monkey,app-30,1,1,3
monkey,app-31,0,1,1
monkey,app-31,0,1,2
monkey,app-31,0,1,3
monkey,app-33,1,1,1
monkey,app-33,1,1,2
monkey,app-33,0,1,3
monkey,app-34,1,1,1
monkey,app-34,1,1,2
monkey,app-34,1,1,3
monkey,app-35,0,1,1
monkey,app-35,0,1,2
monkey,app-35,0,1,3
monkey,app-37,0,1,1
monkey,app-37,0,1,2
monkey,app-37,0,1,3
monkey,app-38,0,1,1
monkey,app-38,0,1,2
monkey,app-38,0,1,3
monkey,app-39,0,1,1
monkey,app-39,0,1,2
monkey,app-39,0,1,3
monkey,app-4,0,1,1
monkey,app-4,0,1,2
monkey,app-4,0,1,3
monkey,app-40,1,1,1
monkey,app-40,0,1,2
monkey,app-40,0,1,3
monkey,app-42,1,1,1
monkey,app-42,1,1,2
monkey,app-42,1,1,3
monkey,app-43,1,1,1
monkey,app-43,1,1,2
monkey,app-43,1,1,3
monkey,app-44,0,1,1
monkey,app-44,0,1,2
monkey,app-44,0,1,3
monkey,app-45,1,1,1
monkey,app-45,1,1,2
monkey,app-45,1,1,3
monkey,app-46,1,1,1
monkey,app-46,1,1,2
monkey,app-46,1,1,3
monkey,app-47,0,1,1
monkey,app-47,0,1,2
monkey,app-47,0,1,3
monkey,app-48,0,1,1
monkey,app-48,0,1,2
monkey,app-48,0,1,3
monkey,app-49,1,1,1
monkey,app-49,1,1,2
monkey,app-49,1,1,3
monkey,app-5,1,1,1
monkey,app-5,0,1,2
monkey,app-5,0,1,3
monkey,app-50,1,1,1
monkey,app-50,1,1,2
monkey,app-50,1,1,3
monkey,app-51,1,1,1
monkey,app-51,1,1,2
monkey,app-51,1,1,3
monkey,app-52,1,1,1
monkey,app-52,1,1,2
monkey,app-52,1,1,3
monkey,app-53,1,1,1
monkey,app-53,1,1,2
monkey,app-53,1,1,3
monkey,app-54,1,1,1
monkey,app-54,1,1,2
monkey,app-54,1,1,3
monkey,app-55,1,1,1
monkey,app-55,1,1,2
monkey,app-55,1,1,3
monkey,app-56,0,1,1
monkey,app-56,0,1,2
monkey,app-56,0,1,3
monkey,app-57,1,1,1
monkey,app-57,1,1,2
monkey,app-57,1,1,3
monkey,app-58,1,1,1
monkey,app-58,1,1,2
monkey,app-58,1,1,3
monkey,app-59,1,1,1
monkey,app-59,1,1,2
monkey,app-59,1,1,3
monkey,app-6,1,1,1
monkey,app-6,1,1,2
monkey,app-6,1,1,3
monkey,app-60,1,1,1
monkey,app-60,1,1,2
monkey,app-60,1,1,3
monkey,app-61,1,1,1
monkey,app-61,1,1,2
monkey,app-61,1,1,3
monkey,app-62,1,1,1
monkey,app-62,1,1,2
monkey,app-62,1,1,3
monkey,app-63,0,1,1
monkey,app-63,0,1,2
monkey,app-63,0,1,3
monkey,app-64,1,1,1
monkey,app-64,1,1,2
monkey,app-64,1,1,3
monkey,app-65,0,1,1
monkey,app-65,0,1,2
monkey,app-65,0,1,3
monkey,app-66,1,1,1
monkey,app-66,1,1,2
monkey,app-66,1,1,3
monkey,app-67,1,1,1
monkey,app-67,1,1,2
monkey,app-67,1,1,3
monkey,app-68,0,1,1
monkey,app-68,0,1,2
monkey,app-68,0,1,3
monkey,app-69,1,1,1
monkey,app-69,1,1,2
monkey,app-69,0,1,3
monkey,app-7,0,1,1
monkey,app-7,0,1,2
monkey,app-7,0,1,3
monkey,app-70,1,1,1
monkey,app-70,0,1,2
monkey,app-70,1,1,3
monkey,app-71,1,1,1
monkey,app-71,1,1,2
monkey,app-71,1,1,3
monkey,app-72,1,1,1
monkey,app-72,0,1,2
monkey,app-72,0,1,3
monkey,app-73,0,1,1
monkey,app-73,0,1,2
monkey,app-73,0,1,3
monkey,app-74,1,1,1
monkey,app-74,1,1,2
monkey,app-74,1,1,3
monkey,app-75,0,1,1
monkey,app-75,0,1,2
monkey,app-75,0,1,3
monkey,app-76,1,1,1
monkey,app-76,1,1,2
monkey,app-76,1,1,3
monkey,app-77,1,1,1
monkey,app-77,1,1,2
monkey,app-77,1,1,3
monkey,app-78,1,1,1
monkey,app-78,1,1,2
monkey,app-78,1,1,3
monkey,app-79,0,1,1
monkey,app-79,0,1,2
monkey,app-79,0,1,3
monkey,app-8,0,1,1
monkey,app-8,0,1,2
monkey,app-8,0,1,3
monkey,app-80,1,1,1
monkey,app-80,1,1,2
monkey,app-80,1,1,3
monkey,app-81,0,1,1
monkey,app-81,0,1,2
monkey,app-81,0,1,3
monkey,app-82,1,1,1
monkey,app-82,1,1,2
monkey,app-82,1,1,3
monkey,app-83,1,1,1
monkey,app-83,1,1,2
monkey,app-83,1,1,3
monkey,app-84,1,1,1
monkey,app-84,1,1,2
monkey,app-84,1,1,3
monkey,app-85,1,1,1
monkey,app-85,1,1,2
monkey,app-85,1,1,3
monkey,app-86,1,1,1
monkey,app-86,0,1,2
monkey,app-86,0,1,3
monkey,app-87,1,1,1
monkey,app-87,1,1,2
monkey,app-87,1,1,3
monkey,app-89,0,1,1
monkey,app-89,0,1,2
monkey,app-89,0,1,3
monkey,app-9,1,1,1
monkey,app-9,1,1,2
monkey,app-9,1,1,3
monkey,app-90,1,1,1
monkey,app-90,1,1,2
monkey,app-90,1,1,3
monkey,app-91,1,1,1
monkey,app-91,1,1,2
monkey,app-91,1,1,3
monkey,app-92,1,1,1
monkey,app-92,1,1,2
monkey,app-92,1,1,3
monkey,app-94,0,1,1
monkey,app-94,0,1,2
monkey,app-94,0,1,3
monkey,app-95,1,1,1
monkey,app-95,1,1,2
monkey,app-95,1,1,3
monkey,app-96,1,1,1
monkey,app-96,1,1,2
monkey,app-96,1,1,3
monkey,app-97,1,1,1
monkey,app-97,1,1,2
monkey,app-97,1,1,3
monkey,app-98,1,1,1
monkey,app-98,1,1,2
monkey,app-98,1,1,3
monkey,app-99,0,1,1
monkey,app-99,0,1,2
monkey,app-99,0,1,3
droidbot,app-1,0,0,1
droidbot,app-1,0,0,2
droidbot,app-1,0,0,3
droidbot,app-10,0,0,1
droidbot,app-10,0,0,2
droidbot,app-10,0,0,3
droidbot,app-100,0,0,1
droidbot,app-100,0,0,2
droidbot,app-100,0,0,3
droidbot,app-101,1,0,1
droidbot,app-101,1,0,2
droidbot,app-101,1,0,3
droidbot,app-102,0,0,1
droidbot,app-102,0,0,2
droidbot,app-102,0,0,3
droidbot,app-11,0,0,1
droidbot,app-11,0,0,2
droidbot,app-11,1,0,3
droidbot,app-12,0,0,1
droidbot,app-12,1,0,2
droidbot,app-12,0,0,3
droidbot,app-13,0,0,1
droidbot,app-13,0,0,2
droidbot,app-13,1,0,3
droidbot,app-14,1,0,1
droidbot,app-14,1,0,2
droidbot,app-14,1,0,3
droidbot,app-15,0,0,1
droidbot,app-15,0,0,2
droidbot,app-15,0,0,3
droidbot,app-16,0,0,1
droidbot,app-16,0,0,2
droidbot,app-16,0,0,3
droidbot,app-17,1,0,1
droidbot,app-17,1,0,2
droidbot,app-17,1,0,3
droidbot,app-18,0,0,1
droidbot,app-18,0,0,2
droidbot,app-18,0,0,3
droidbot,app-19,1,0,1
droidbot,app-19,1,0,2
droidbot,app-19,1,0,3
droidbot,app-2,0,0,1
droidbot,app-2,0,0,2
droidbot,app-2,0,0,3
droidbot,app-20,0,0,1
droidbot,app-20,0,0,2
droidbot,app-20,0,0,3
droidbot,app-21,1,0,1
droidbot,app-21,1,0,2
droidbot,app-21,1,0,3
droidbot,app-22,0,0,1
droidbot,app-22,0,0,2
droidbot,app-22,0,0,3
droidbot,app-23,0,0,1
droidbot,app-23,0,0,2
droidbot,app-23,0,0,3
droidbot,app-24,1,0,1
droidbot,app-24,1,0,2
droidbot,app-24,1,0,3
droidbot,app-26,0,0,1
droidbot,app-26,0,0,2
droidbot,app-26,0,0,3
droidbot,app-27,1,0,1
droidbot,app-27,1,0,2
droidbot,app-27,1,0,3
droidbot,app-28,1,0,1
droidbot,app-28,0,0,2
droidbot,app-28,1,0,3
droidbot,app-29,1,0,1
droidbot,app-29,1,0,2
droidbot,app-29,1,0,3
droidbot,app-3,1,0,1
droidbot,app-3,0,0,2
droidbot,app-3,0,0,3
droidbot,app-30,1,0,1
droidbot,app-30,1,0,2
droidbot,app-30,1,0,3
droidbot,app-31,0,0,1
droidbot,app-31,0,0,2
droidbot,app-31,0,0,3
droidbot,app-33,1,0,1
droidbot,app-33,1,0,2
droidbot,app-33,1,0,3
droidbot,app-34,1,0,1
droidbot,app-34,1,0,2
droidbot,app-34,1,0,3
droidbot,app-35,0,0,1
droidbot,app-35,0,0,2
droidbot,app-35,0,0,3
droidbot,app-37,1,0,1
droidbot,app-37,0,0,2
droidbot,app-37,0,0,3
droidbot,app-38,0,0,1
droidbot,app-38,0,0,2
droidbot,app-38,0,0,3
droidbot,app-39,0,0,1
droidbot,app-39,0,0,2
droidbot,app-39,0,0,3
droidbot,app-4,0,0,1
droidbot,app-4,0,0,2
droidbot,app-4,0,0,3
droidbot,app-40,1,0,1
droidbot,app-40,1,0,2
droidbot,app-40,1,0,3
droidbot,app-42,1,0,1
droidbot,app-42,1,0,2
droidbot,app-42,1,0,3
droidbot,app-43,0,0,1
droidbot,app-43,1,0,2
droidbot,app-43,1,0,3
droidbot,app-44,0,0,1
droidbot,app-44,0,0,2
droidbot,app-44,0,0,3
droidbot,app-45,0,0,1
droidbot,app-45,0,0,2
droidbot,app-45,0,0,3
droidbot,app-46,1,0,1
droidbot,app-46,1,0,2
droidbot,app-46,1,0,3
droidbot,app-47,1,0,1
droidbot,app-47,1,0,2
droidbot,app-47,1,0,3
droidbot,app-48,1,0,1
droidbot,app-48,0,0,2
droidbot,app-48,1,0,3
droidbot,app-49,1,0,1
droidbot,app-49,1,0,2
droidbot,app-49,1,0,3
droidbot,app-5,0,0,1
droidbot,app-5,0,0,2
droidbot,app-5,0,0,3
droidbot,app-50,1,0,1
droidbot,app-50,1,0,2
droidbot,app-50,1,0,3
droidbot,app-51,1,0,1
droidbot,app-51,1,0,2
droidbot,app-51,1,0,3
droidbot,app-52,1,0,1
droidbot,app-52,1,0,2
droidbot,app-52,1,0,3
droidbot,app-53,0,0,1
droidbot,app-53,0,0,2
droidbot,app-53,0,0,3
droidbot,app-54,1,0,1
droidbot,app-54,1,0,2
droidbot,app-54,1,0,3
droidbot,app-55,1,0,1
droidbot,app-55,1,0,2
droidbot,app-55,1,0,3
droidbot,app-56,0,0,1
droidbot,app-56,0,0,2
droidbot,app-56,0,0,3
droidbot,app-57,1,0,1
droidbot,app-57,1,0,2
droidbot,app-57,1,0,3
droidbot,app-58,1,0,1
droidbot,app-58,1,0,2
droidbot,app-58,1,0,3
droidbot,app-59,1,0,1
droidbot,app-59,1,0,2
droidbot,app-59,1,0,3
droidbot,app-6,1,0,1
droidbot,app-6,1,0,2
droidbot,app-6,1,0,3
droidbot,app-60,1,0,1
droidbot,app-60,1,0,2
droidbot,app-60,1,0,3
droidbot,app-61,1,0,1
droidbot,app-61,1,0,2
droidbot,app-61,1,0,3
droidbot,app-62,0,0,1
droidbot,app-62,1,0,2
droidbot,app-62,1,0,3
droidbot,app-63,0,0,1
droidbot,app-63,0,0,2
droidbot,app-63,0,0,3
droidbot,app-64,1,0,1
droidbot,app-64,0,0,2
droidbot,app-64,0,0,3
droidbot,app-65,0,0,1
droidbot,app-65,0,0,2
droidbot,app-65,0,0,3
droidbot,app-66,1,0,1
droidbot,app-66,1,0,2
droidbot,app-66,1,0,3
droidbot,app-67,1,0,1
droidbot,app-67,1,0,2
droidbot,app-67,1,0,3
droidbot,app-68,1,0,1
droidbot,app-68,0,0,2
droidbot,app-68,0,0,3
droidbot,app-69,0,0,1
droidbot,app-69,0,0,2
droidbot,app-69,0,0,3
droidbot,app-7,0,0,1
droidbot,app-7,0,0,2
droidbot,app-7,0,0,3
droidbot,app-70,1,0,1
droidbot,app-70,0,0,2
droidbot,app-70,1,0,3
droidbot,app-71,1,0,1
droidbot,app-71,1,0,2
droidbot,app-71,1,0,3
droidbot,app-72,1,0,1
droidbot,app-72,0,0,2
droidbot,app-72,1,0,3
droidbot,app-73,0,0,1
droidbot,app-73,0,0,2
droidbot,app-73,0,0,3
droidbot,app-74,1,0,1
droidbot,app-74,1,0,2
droidbot,app-74,1,0,3
droidbot,app-75,0,0,1
droidbot,app-75,0,0,2
droidbot,app-75,0,0,3
droidbot,app-76,1,0,1
droidbot,app-76,1,0,2
droidbot,app-76,1,0,3
droidbot,app-77,1,0,1
droidbot,app-77,1,0,2
droidbot,app-77,1,0,3
droidbot,app-78,1,0,1
droidbot,app-78,1,0,2
droidbot,app-78,1,0,3
droidbot,app-79,0,0,1
droidbot,app-79,0,0,2
droidbot,app-79,0,0,3
droidbot,app-8,1,0,1
droidbot,app-8,0,0,2
droidbot,app-8,0,0,3
droidbot,app-80,1,0,1
droidbot,app-80,1,0,2
droidbot,app-80,1,0,3
droidbot,app-81,0,0,1
droidbot,app-81,0,0,2
droidbot,app-81,0,0,3
droidbot,app-82,1,0,1
droidbot,app-82,1,0,2
droidbot,app-82,1,0,3
droidbot,app-83,1,0,1
droidbot,app-83,1,0,2
droidbot,app-83,1,0,3
droidbot,app-84,1,0,1
droidbot,app-84,1,0,2
droidbot,app-84,1,0,3
droidbot,app-85,1,0,1
droidbot,app-85,1,0,2
droidbot,app-85,1,0,3
droidbot,app-86,0,0,1
droidbot,app-86,0,0,2
droidbot,app-86,1,0,3
droidbot,app-87,1,0,1
droidbot,app-87,1,0,2
droidbot,app-87,1,0,3
droidbot,app-89,0,0,1
droidbot,app-89,0,0,2
droidbot,app-89,0,0,3
droidbot,app-9,0,0,1
droidbot,app-9,0,0,2
droidbot,app-9,0,0,3
droidbot,app-90,1,0,1
droidbot,app-90,1,0,2
droidbot,app-90,0,0,3
droidbot,app-91,1,0,1
droidbot,app-91,1,0,2
droidbot,app-91,1,0,3
droidbot,app-92,1,0,1
droidbot,app-92,1,0,2
droidbot,app-92,1,0,3
droidbot,app-94,0,0,1
droidbot,app-94,0,0,2
droidbot,app-94,0,0,3
droidbot,app-95,0,0,1
droidbot,app-95,0,0,2
droidbot,app-95,0,0,3
droidbot,app-96,0,0,1
droidbot,app-96,0,0,2
droidbot,app-96,0,0,3
droidbot,app-97,1,0,1
droidbot,app-97,1,0,2
droidbot,app-97,1,0,3
droidbot,app-98,1,0,1
droidbot,app-98,1,0,2
droidbot,app-98,1,0,3
droidbot,app-99,0,0,1
droidbot,app-99,0,0,2
droidbot,app-99,1,0,3
droidmate,app-1,0,0,1
droidmate,app-1,0,0,2
droidmate,app-1,0,0,3
droidmate,app-10,0,0,1
droidmate,app-10,0,0,2
droidmate,app-10,0,0,3
droidmate,app-100,0,0,1
droidmate,app-100,0,0,2
droidmate,app-100,0,0,3
droidmate,app-101,1,0,1
droidmate,app-101,1,0,2
droidmate,app-101,1,0,3
droidmate,app-102,0,0,1
droidmate,app-102,0,0,2
droidmate,app-102,0,0,3
droidmate,app-11,1,0,1
droidmate,app-11,1,0,2
droidmate,app-11,1,0,3
droidmate,app-12,0,0,1
droidmate,app-12,1,0,2
droidmate,app-12,1,0,3
droidmate,app-13,1,0,1
droidmate,app-13,1,0,2
droidmate,app-13,1,0,3
droidmate,app-14,1,0,1
droidmate,app-14,1,0,2
droidmate,app-14,0,0,3
droidmate,app-15,0,0,1
droidmate,app-15,0,0,2
droidmate,app-15,0,0,3
droidmate,app-16,0,0,1
droidmate,app-16,0,0,2
droidmate,app-16,0,0,3
droidmate,app-17,0,0,1
droidmate,app-17,0,0,2
droidmate,app-17,0,0,3
droidmate,app-18,1,0,1
droidmate,app-18,1,0,2
droidmate,app-18,1,0,3
droidmate,app-19,1,0,1
droidmate,app-19,1,0,2
droidmate,app-19,1,0,3
droidmate,app-2,0,0,1
droidmate,app-2,0,0,2
droidmate,app-2,0,0,3
droidmate,app-20,0,0,1
droidmate,app-20,0,0,2
droidmate,app-20,0,0,3
droidmate,app-21,1,0,1
droidmate,app-21,1,0,2
droidmate,app-21,1,0,3
droidmate,app-22,0,0,1
droidmate,app-22,0,0,2
droidmate,app-22,0,0,3
droidmate,app-23,0,0,1
droidmate,app-23,0,0,2
droidmate,app-23,0,0,3
droidmate,app-24,1,0,1
droidmate,app-24,1,0,2
droidmate,app-24,1,0,3
droidmate,app-26,0,0,1
droidmate,app-26,0,0,2
droidmate,app-26,0,0,3
droidmate,app-27,1,0,1
droidmate,app-27,1,0,2
droidmate,app-27,1,0,3
droidmate,app-28,1,0,1
droidmate,app-28,1,0,2
droidmate,app-28,1,0,3
droidmate,app-29,1,0,1
droidmate,app-29,1,0,2
droidmate,app-29,1,0,3
droidmate,app-3,1,0,1
droidmate,app-3,1,0,2
droidmate,app-3,1,0,3
droidmate,app-30,1,0,1
droidmate,app-30,1,0,2
droidmate,app-30,1,0,3
droidmate,app-31,0,0,1
droidmate,app-31,0,0,2
droidmate,app-31,0,0,3
droidmate,app-33,1,0,1
droidmate,app-33,1,0,2
droidmate,app-33,1,0,3
droidmate,app-34,1,0,1
droidmate,app-34,1,0,2
droidmate,app-34,1,0,3
droidmate,app-35,0,0,1
droidmate,app-35,0,0,2
droidmate,app-35,0,0,3
droidmate,app-37,0,0,1
